,Source,Destination,Class
21367,48815,27589,0
21368,46380,33475,0
21369,4575,32085,0
21370,56375,22531,0
21371,7555,50616,0
21372,5627,59716,0
21373,20384,11079,0
21374,71234,29232,0
21375,24361,22660,0
21376,5715,58782,0
21377,47522,2124,0
21378,284,28608,0
21379,8863,64846,0
21380,65047,14795,0
21381,71585,37568,0
21382,21648,57814,0
21383,66633,34978,0
21384,32605,78772,0
21385,77350,79107,0
21386,57022,27603,0
21387,14765,55917,0
21388,32435,14790,0
21389,24446,15012,0
21390,63393,81003,0
21391,57366,30796,0
21392,75171,23105,0
21393,12367,80529,0
21394,28790,33934,0
21395,67977,51117,0
21396,11441,74887,0
21397,80133,34492,0
21398,8833,19718,0
21399,43858,73835,0
21400,68710,41842,0
21401,19911,21755,0
21402,57412,74713,0
21403,63760,47404,0
21404,72414,61370,0
21405,1429,64135,0
21406,58098,9403,0
21407,20784,70554,0
21408,46101,59269,0
21409,52229,71621,0
21410,62691,33725,0
21411,26213,80653,0
21412,9369,66653,0
21413,71386,77493,0
21414,61103,52315,0
21415,17737,22104,0
21416,15877,21317,0
21417,56534,59289,0
21418,46150,22917,0
21419,51599,11037,0
21420,4947,19151,0
21421,11627,25792,0
21422,55876,31181,0
21423,69614,44446,0
21424,20185,12666,0
21425,56297,64422,0
21426,79331,52247,0
21427,38808,11057,0
21428,73820,40803,0
21429,6223,49119,0
21430,13897,36993,0
21431,6373,73761,0
21432,32611,47580,0
21433,28128,73576,0
21434,13174,40570,0
21435,68744,27974,0
21436,69911,13299,0
21437,39291,26867,0
21438,61273,32323,0
21439,33074,69154,0
21440,47747,26296,0
21441,317,64853,0
21442,67674,68596,0
21443,79990,20927,0
21444,50871,18942,0
21445,50636,36795,0
21446,54131,69570,0
21447,71808,2260,0
21448,65288,76037,0
21449,11707,48136,0
21450,66217,76500,0
21451,44847,43315,0
21452,19661,38279,0
21453,70495,80839,0
21454,69708,44996,0
21455,1679,7612,0
21456,75284,73050,0
21457,8478,5085,0
21458,25390,26389,0
21459,22656,58249,0
21460,22067,33533,0
21461,62449,58246,0
21462,57833,54851,0
21463,19858,64083,0
21464,34447,50359,0
21465,57166,35140,0
21466,55449,37105,0
21467,20994,9936,0
21468,37287,62494,0
21469,12204,75895,0
21470,28936,32499,0
21471,32005,80149,0
21472,15843,55401,0
21473,41163,50049,0
21474,28264,9246,0
21475,60641,59534,0
21476,78597,8413,0
21477,78581,18268,0
21478,26951,50864,0
21479,59086,45962,0
21480,38185,32503,0
21481,16327,64266,0
21482,61057,58816,0
21483,49618,38114,0
21484,31576,63797,0
21485,61165,7610,0
21486,579,64583,0
21487,41114,5810,0
21488,50488,27767,0
21489,28170,36914,0
21490,9543,3880,0
21491,16650,11120,0
21492,1488,58917,0
21493,61555,7014,0
21494,74870,6590,0
21495,59951,37149,0
21496,11740,13105,0
21497,31439,867,0
21498,2326,52819,0
21499,12283,11812,0
21500,47511,19491,0
21501,70382,26735,0
21502,54923,60578,0
21503,72176,77449,0
21504,40033,58324,0
21505,11819,58660,0
21506,73912,75534,0
21507,6447,12851,0
21508,12822,79983,0
21509,43049,698,0
21510,51677,47940,0
21511,60778,49551,0
21512,195,5344,0
21513,41671,37757,0
21514,73293,42658,0
21515,3374,73511,0
21516,13590,22407,0
21517,41416,4404,0
21518,34020,30804,0
21519,76578,24295,0
21520,78534,62505,0
21521,49448,18589,0
21522,26020,67054,0
21523,383,34792,0
21524,54050,13418,0
21525,675,36132,0
21526,77621,76538,0
21527,25565,67413,0
21528,6675,24355,0
21529,68672,1362,0
21530,75680,68407,0
21531,46389,28223,0
21532,34590,44139,0
21533,80895,59329,0
21534,11180,36055,0
21535,14561,42852,0
21536,69844,5875,0
21537,41723,44871,0
21538,55287,24772,0
21539,7608,28882,0
21540,28764,70217,0
21541,13921,59673,0
21542,42288,16010,0
21543,43953,49318,0
21544,2949,41066,0
21545,60122,72793,0
21546,53534,21795,0
21547,16436,14304,0
21548,4607,51703,0
21549,36218,73219,0
21550,37725,78614,0
21551,36351,13210,0
21552,52432,41002,0
21553,4442,67851,0
21554,21182,18711,0
21555,16421,12683,0
21556,7497,37537,0
21557,81144,79789,0
21558,58233,49926,0
21559,17858,2972,0
21560,2613,77869,0
21561,17540,2848,0
21562,20142,71226,0
21563,18440,36316,0
21564,32485,71955,0
21565,63128,2936,0
21566,35892,17183,0
21567,55388,48185,0
21568,65611,60288,0
21569,2659,64631,0
21570,26772,72835,0
21571,49164,19314,0
21572,69603,49711,0
21573,30734,31117,0
21574,6794,66410,0
21575,64976,14636,0
21576,22465,70949,0
21577,73662,78098,0
21578,62735,61678,0
21579,70230,40195,0
21580,12427,38597,0
21581,38670,19930,0
21582,3612,81114,0
21583,37879,24504,0
21584,77689,3005,0
21585,44623,39074,0
21586,36937,35133,0
21587,20352,77236,0
21588,6286,34304,0
21589,70838,78897,0
21590,50079,4953,0
21591,29078,34647,0
21592,44859,74979,0
21593,20144,6546,0
21594,74678,13804,0
21595,10772,20098,0
21596,58270,66157,0
21597,51182,75906,0
21598,27421,31378,0
21599,54840,24917,0
21600,61799,5898,0
21601,6624,73145,0
21602,41038,42404,0
21603,41069,41717,0
21604,17838,34130,0
21605,78082,31350,0
21606,40546,67047,0
21607,50773,13069,0
21608,7566,1382,0
21609,65124,48226,0
21610,68811,14217,0
21611,1061,68866,0
21612,73302,72786,0
21613,35155,47791,0
21614,39438,58890,0
21615,78085,68215,0
21616,14285,11923,0
21617,61976,13300,0
21618,6578,53148,0
21619,78121,6553,0
21620,25064,2781,0
21621,2220,35267,0
21622,26977,75818,0
21623,76071,16222,0
21624,55103,29060,0
21625,38085,55066,0
21626,53902,67536,0
21627,47389,69114,0
21628,31535,48683,0
21629,12800,62102,0
21630,43580,54673,0
21631,56510,77793,0
21632,70391,9106,0
21633,51705,58661,0
21634,32689,38095,0
21635,69864,68437,0
21636,11524,72296,0
21637,54884,25350,0
21638,37446,25695,0
21639,19673,10478,0
21640,53839,22460,0
21641,70960,69013,0
21642,37388,12104,0
21643,69250,46293,0
21644,32916,10151,0
21645,18451,19969,0
21646,63253,48919,0
21647,32186,12749,0
21648,67344,57596,0
21649,69084,26753,0
21650,64311,32042,0
21651,80206,22703,0
21652,71395,5555,0
21653,36107,2706,0
21654,982,14935,0
21655,17847,52635,0
21656,75328,66987,0
21657,78998,23175,0
21658,17788,40162,0
21659,35292,47792,0
21660,46563,12509,0
21661,60383,5427,0
21662,35250,12857,0
21663,77094,13421,0
21664,24228,67503,0
21665,98,77789,0
21666,860,78112,0
21667,45506,62226,0
21668,65326,41647,0
21669,61770,31062,0
21670,20321,77602,0
21671,44096,23960,0
21672,18820,36000,0
21673,30989,72793,0
21674,55099,77316,0
21675,63384,67064,0
21676,14600,27852,0
21677,38384,8261,0
21678,30139,2636,0
21679,30352,48006,0
21680,37301,20163,0
21681,34116,24797,0
21682,23317,27056,0
21683,77829,33589,0
21684,75364,18133,0
21685,71050,61843,0
21686,2489,5939,0
21687,2057,51571,0
21688,61481,19416,0
21689,7803,44573,0
21690,56301,22072,0
21691,37710,22438,0
21692,43526,15270,0
21693,34260,74884,0
21694,65958,36238,0
21695,61299,28043,0
21696,25394,67663,0
21697,55487,621,0
21698,41756,58699,0
21699,25293,35531,0
21700,11619,46602,0
21701,66524,38312,0
21702,74674,34251,0
21703,64948,57663,0
21704,52180,74471,0
21705,37554,55294,0
21706,4610,9288,0
21707,21307,36854,0
21708,57012,63346,0
21709,6453,65556,0
21710,28052,51060,0
21711,23660,23207,0
21712,74437,30524,0
21713,78728,31153,0
21714,64018,36976,0
21715,72086,17799,0
21716,56784,35788,0
21717,63808,17918,0
21718,18687,65002,0
21719,15078,7050,0
21720,15622,41445,0
21721,6847,49618,0
21722,78964,20291,0
21723,28211,49777,0
21724,78447,35048,0
21725,26985,63091,0
21726,12447,33935,0
21727,43921,78565,0
21728,60131,59216,0
21729,30006,10727,0
21730,27997,71136,0
21731,35332,21637,0
21732,55474,26184,0
21733,48408,15535,0
21734,64256,16738,0
21735,14764,47426,0
21736,31675,12663,0
21737,46396,57741,0
21738,9332,28169,0
21739,78555,44565,0
21740,9083,8217,0
21741,49397,62065,0
21742,56161,50684,0
21743,39176,24179,0
21744,50687,17430,0
21745,56853,58347,0
21746,32306,2330,0
21747,40091,58709,0
21748,1954,19096,0
21749,18650,22086,0
21750,15414,7507,0
21751,4025,4073,0
21752,61618,29970,0
21753,80282,1035,0
21754,23784,76590,0
21755,45285,53635,0
21756,37228,7902,0
21757,16639,58478,0
21758,62254,71501,0
21759,68554,45464,0
21760,43069,39637,0
21761,46729,16048,0
21762,34770,37159,0
21763,75924,37276,0
21764,25385,33510,0
21765,45028,40588,0
21766,9265,41418,0
21767,78616,57999,0
21768,65323,11607,0
21769,55706,27607,0
21770,71426,517,0
21771,15808,6656,0
21772,16234,55517,0
21773,15008,30924,0
21774,63411,60056,0
21775,23504,62963,0
21776,22015,80593,0
21777,21650,79906,0
21778,9974,43985,0
21779,2046,69558,0
21780,56904,29399,0
21781,9725,71739,0
21782,711,18045,0
21783,60754,1211,0
21784,64225,54503,0
21785,31863,7721,0
21786,38229,47972,0
21787,78688,51994,0
21788,361,48965,0
21789,51399,67169,0
21790,147,10540,0
21791,41711,40326,0
21792,7155,34016,0
21793,41901,15348,0
21794,1672,49695,0
21795,16404,31361,0
21796,25209,54356,0
21797,75429,15739,0
21798,56456,34470,0
21799,67569,1819,0
21800,59854,76926,0
21801,50792,26948,0
21802,51046,2921,0
21803,15969,63863,0
21804,53273,51982,0
21805,25269,7805,0
21806,74812,40064,0
21807,3165,4049,0
21808,58256,47442,0
21809,66320,50777,0
21810,36837,19468,0
21811,20733,78648,0
21812,35002,31011,0
21813,32984,23414,0
21814,61162,17005,0
21815,30751,42990,0
21816,67073,53643,0
21817,7159,52393,0
21818,68667,69580,0
21819,54569,5233,0
21820,2711,13119,0
21821,68654,77454,0
21822,21159,76955,0
21823,23679,16496,0
21824,53002,30527,0
21825,47336,65747,0
21826,52542,741,0
21827,4812,73560,0
21828,38567,50545,0
21829,63592,62803,0
21830,45549,9818,0
21831,67461,72599,0
21832,26867,39113,0
21833,70870,14490,0
21834,23700,62046,0
21835,61831,9004,0
21836,75053,32555,0
21837,6581,19511,0
21838,26827,16302,0
21839,1351,37356,0
21840,65042,55017,0
21841,13021,74960,0
21842,15560,4163,0
21843,14574,4886,0
21844,29051,78089,0
21845,47275,10009,0
21846,9333,20098,0
21847,68936,40899,0
21848,1484,143,0
21849,74483,32560,0
21850,69058,22580,0
21851,12485,37423,0
21852,78988,46704,0
21853,48701,75007,0
21854,72816,46131,0
21855,41307,47523,0
21856,11853,71855,0
21857,55373,29328,0
21858,56323,30668,0
21859,30182,65827,0
21860,50678,12054,0
21861,37525,26769,0
21862,50917,3934,0
21863,45613,28246,0
21864,49789,22509,0
21865,52231,31565,0
21866,47059,57494,0
21867,25661,81136,0
21868,61068,59733,0
21869,77820,39435,0
21870,13007,21670,0
21871,59388,6088,0
21872,35811,49569,0
21873,45981,14305,0
21874,7215,1316,0
21875,24944,24340,0
21876,59228,11468,0
21877,41913,71253,0
21878,67700,7458,0
21879,46811,75300,0
21880,78771,14932,0
21881,50237,53759,0
21882,31226,26212,0
21883,21997,8551,0
21884,67757,17791,0
21885,35238,11184,0
21886,9092,5840,0
21887,10117,50142,0
21888,36410,26866,0
21889,53437,46400,0
21890,43362,34949,0
21891,46198,26963,0
21892,9475,75750,0
21893,54042,15248,0
21894,57102,73924,0
21895,32849,53817,0
21896,36913,45587,0
21897,80924,17627,0
21898,30743,22429,0
21899,80880,72231,0
21900,23193,12899,0
21901,38383,37514,0
21902,4898,34726,0
21903,54417,18693,0
21904,30908,73420,0
21905,16871,31980,0
21906,14168,72575,0
21907,74797,3406,0
21908,17001,37688,0
21909,41277,37053,0
21910,51565,50305,0
21911,26148,26677,0
21912,66767,59439,0
21913,76132,65095,0
21914,38275,49473,0
21915,26510,67417,0
21916,56745,51032,0
21917,21095,21938,0
21918,1420,53229,0
21919,40360,55259,0
21920,40883,15407,0
21921,38840,70570,0
21922,47767,15462,0
21923,41778,14007,0
21924,69008,70841,0
21925,34879,59872,0
21926,33593,3737,0
21927,28792,40913,0
21928,63065,6749,0
21929,6751,58447,0
21930,77424,41797,0
21931,75978,50641,0
21932,45462,12130,0
21933,56017,57217,0
21934,25508,48924,0
21935,40286,79230,0
21936,77864,52834,0
21937,46123,62736,0
21938,10728,3424,0
21939,78713,49369,0
21940,46433,12977,0
21941,38597,67378,0
21942,30390,21886,0
21943,28621,10829,0
21944,69140,54529,0
21945,7529,63036,0
21946,47514,35876,0
21947,62322,53781,0
21948,27710,59617,0
21949,57972,77832,0
21950,3402,46219,0
21951,10340,29329,0
21952,69023,42051,0
21953,2428,77504,0
21954,8530,2433,0
21955,248,27508,0
21956,69481,54391,0
21957,67806,34890,0
21958,35008,38694,0
21959,43874,21779,0
21960,49894,63837,0
21961,43547,8552,0
21962,63907,37902,0
21963,56639,69183,0
21964,5927,60763,0
21965,44978,39212,0
21966,14766,43715,0
21967,25953,4597,0
21968,70985,53257,0
21969,51278,16558,0
21970,66902,60124,0
21971,47984,28604,0
21972,57879,20462,0
21973,48258,77633,0
21974,68743,74440,0
21975,49770,19047,0
21976,25045,74035,0
21977,57025,30349,0
21978,3855,10458,0
21979,79994,67737,0
21980,6329,34513,0
21981,46934,78711,0
21982,42604,58906,0
21983,75117,996,0
21984,14993,68580,0
21985,72610,3973,0
21986,28520,11446,0
21987,4331,59032,0
21988,49866,65710,0
21989,61261,23323,0
21990,16421,41787,0
21991,67085,35641,0
21992,63526,7577,0
21993,15155,9659,0
21994,66963,11300,0
21995,68920,75776,0
21996,78180,73310,0
21997,80350,55075,0
21998,59606,70839,0
21999,65373,35671,0
22000,74745,73797,0
22001,11779,23558,0
22002,50362,41566,0
22003,55829,60817,0
22004,28535,62816,0
22005,64784,61879,0
22006,5165,32439,0
22007,67342,16207,0
22008,8307,15303,0
22009,71204,21614,0
22010,79494,43197,0
22011,47977,33394,0
22012,29736,16611,0
22013,29746,59178,0
22014,37917,49578,0
22015,4487,14444,0
22016,25341,76382,0
22017,32166,46783,0
22018,1353,58236,0
22019,10640,30990,0
22020,56817,24303,0
22021,77357,54560,0
22022,57576,5861,0
22023,5641,23858,0
22024,26217,9449,0
22025,46460,80093,0
22026,65429,46876,0
22027,5024,18971,0
22028,39328,34859,0
22029,38366,33724,0
22030,51380,39576,0
22031,65204,12234,0
22032,74573,2548,0
22033,28944,62997,0
22034,24937,21214,0
22035,36129,56564,0
22036,44024,62342,0
22037,2771,34138,0
22038,22738,63005,0
22039,76677,33459,0
22040,47775,27759,0
22041,12891,13282,0
22042,6668,34813,0
22043,79488,80319,0
22044,71197,22082,0
22045,14944,64634,0
22046,40510,24814,0
22047,80108,37367,0
22048,42166,67458,0
22049,71900,29557,0
22050,44040,22285,0
22051,11960,58385,0
22052,37628,52053,0
22053,33995,62913,0
22054,12767,50749,0
22055,69668,2002,0
22056,55092,62728,0
22057,64847,66849,0
22058,20669,65053,0
22059,11111,72588,0
22060,52546,26904,0
22061,76857,35123,0
22062,9234,58056,0
22063,18021,6321,0
22064,12078,41263,0
22065,29025,54452,0
22066,36047,67246,0
22067,8047,6973,0
22068,51506,31713,0
22069,14815,22883,0
22070,14779,54717,0
22071,38354,59862,0
22072,6897,57280,0
22073,61615,9005,0
22074,54869,66978,0
22075,30285,74650,0
22076,22654,39871,0
22077,17372,27725,0
22078,78237,34677,0
22079,4463,53188,0
22080,119,75556,0
22081,28449,15796,0
22082,74836,31550,0
22083,16292,61243,0
22084,60851,27453,0
22085,70616,45094,0
22086,31919,69617,0
22087,79353,78508,0
22088,11256,38014,0
22089,35903,139,0
22090,71228,31328,0
22091,9985,41759,0
22092,79811,38446,0
22093,37016,11242,0
22094,8447,63846,0
22095,72108,22258,0
22096,4977,51315,0
22097,38300,36779,0
22098,76688,52791,0
22099,70980,72324,0
22100,37571,3358,0
22101,36140,30038,0
22102,19195,75770,0
22103,60812,27848,0
22104,10050,34425,0
22105,32689,18688,0
22106,42401,35005,0
22107,73806,79276,0
22108,66049,51740,0
22109,56659,29812,0
22110,67708,37527,0
22111,22105,55066,0
22112,15256,77663,0
22113,26259,57649,0
22114,8753,71823,0
22115,61613,17172,0
22116,6,17719,0
22117,49782,60160,0
22118,19309,53776,0
22119,72493,74127,0
22120,23322,36721,0
22121,32297,20500,0
22122,51929,13456,0
22123,73565,80503,0
22124,1003,14152,0
22125,48786,69994,0
22126,43891,63212,0
22127,59798,485,0
22128,54241,7355,0
22129,15930,16638,0
22130,73885,52750,0
22131,1718,35947,0
22132,20280,17847,0
22133,38922,22896,0
22134,50331,20566,0
22135,3744,35491,0
22136,31473,18144,0
22137,67541,59240,0
22138,40800,41975,0
22139,515,70563,0
22140,31734,923,0
22141,27787,39731,0
22142,59340,4868,0
22143,71677,68599,0
22144,59479,43119,0
22145,3546,14723,0
22146,8296,58499,0
22147,33005,21502,0
22148,5412,58143,0
22149,73840,40333,0
22150,56396,20676,0
22151,18465,4351,0
22152,72019,8929,0
22153,62695,13662,0
22154,30187,13098,0
22155,66645,39827,0
22156,5121,35713,0
22157,30532,65942,0
22158,39440,6620,0
22159,39945,15423,0
22160,23949,71662,0
22161,34974,74819,0
22162,66235,74079,0
22163,19638,39267,0
22164,44980,51232,0
22165,43194,80387,0
22166,28631,74364,0
22167,32105,14398,0
22168,79397,7398,0
22169,79922,76452,0
22170,50849,44075,0
22171,46330,14949,0
22172,71498,56532,0
22173,58647,49920,0
22174,43390,21077,0
22175,1714,26513,0
22176,15273,75468,0
22177,41015,21352,0
22178,76632,24080,0
22179,38325,66316,0
22180,34032,61854,0
22181,41361,76111,0
22182,77335,49837,0
22183,53527,44898,0
22184,59769,6805,0
22185,78009,26369,0
22186,14591,54129,0
22187,50668,10829,0
22188,72144,38748,0
22189,33364,40413,0
22190,19949,17221,0
22191,30844,37301,0
22192,24269,64796,0
22193,47151,61649,0
22194,20158,27359,0
22195,60245,8612,0
22196,73207,15240,0
22197,28274,52761,0
22198,23490,24091,0
22199,68448,73768,0
22200,38008,35252,0
22201,80065,8570,0
22202,63837,67684,0
22203,30399,71158,0
22204,79888,12815,0
22205,40991,51802,0
22206,26466,37403,0
22207,68796,24651,0
22208,13644,42863,0
22209,62850,6863,0
22210,7808,34103,0
22211,8327,66159,0
22212,51713,72139,0
22213,81008,17949,0
22214,72810,37245,0
22215,46410,13103,0
22216,1408,23692,0
22217,15522,12893,0
22218,29855,36921,0
22219,67730,28239,0
22220,36025,50630,0
22221,42871,39813,0
22222,14487,75201,0
22223,58935,30283,0
22224,55311,29363,0
22225,7284,49005,0
22226,59900,61702,0
22227,68851,3016,0
22228,2298,21167,0
22229,677,50921,0
22230,42700,78777,0
22231,34427,50193,0
22232,63408,58660,0
22233,66762,90,0
22234,347,43058,0
22235,20671,72751,0
22236,35591,7893,0
22237,53240,20600,0
22238,1228,67424,0
22239,40259,33355,0
22240,68553,81243,0
22241,10132,21946,0
22242,4841,54599,0
22243,29804,16930,0
22244,2776,38296,0
22245,67282,44829,0
22246,67898,80790,0
22247,30823,26708,0
22248,5033,70984,0
22249,9155,74810,0
22250,66845,47457,0
22251,46039,26880,0
22252,77779,44834,0
22253,79629,33599,0
22254,62550,11623,0
22255,58979,14501,0
22256,48449,7351,0
22257,38685,48029,0
22258,2785,46868,0
22259,19132,11797,0
22260,77842,36673,0
22261,81206,35222,0
22262,49245,53486,0
22263,26732,29146,0
22264,59703,25270,0
22265,66634,17035,0
22266,14093,48054,0
22267,9129,45639,0
22268,28514,48517,0
22269,25497,26132,0
22270,50856,75419,0
22271,36963,24336,0
22272,77197,50871,0
22273,20942,32812,0
22274,1151,9998,0
22275,23869,20972,0
22276,12443,48208,0
22277,37806,6339,0
22278,21653,39963,0
22279,29548,18414,0
22280,9523,46697,0
22281,52876,42149,0
22282,25962,12124,0
22283,41136,78839,0
22284,14681,23499,0
22285,24516,15306,0
22286,63714,40003,0
22287,61788,6331,0
22288,6172,9133,0
22289,53672,10942,0
22290,43987,41525,0
22291,42518,24344,0
22292,66572,17446,0
22293,58064,44430,0
22294,42376,73687,0
22295,59331,28673,0
22296,41494,44962,0
22297,24053,69330,0
22298,18707,28906,0
22299,35061,28749,0
22300,17104,10971,0
22301,38526,21688,0
22302,800,23488,0
22303,73916,15365,0
22304,44356,63622,0
22305,54223,70428,0
22306,34806,30859,0
22307,65249,625,0
22308,13601,70357,0
22309,19913,47555,0
22310,9876,59751,0
22311,79323,66241,0
22312,42455,54331,0
22313,65686,24011,0
22314,28334,11500,0
22315,12058,236,0
22316,57576,19742,0
22317,48728,72699,0
22318,58167,32261,0
22319,25845,78627,0
22320,44121,35058,0
22321,70964,20328,0
22322,69675,69537,0
22323,8766,39655,0
22324,80769,68135,0
22325,15547,22027,0
22326,57210,72760,0
22327,48336,51880,0
22328,30773,71182,0
22329,46165,6319,0
22330,40904,62758,0
22331,30914,67630,0
22332,80769,66041,0
22333,51496,32290,0
22334,55027,10573,0
22335,10522,14798,0
22336,7869,73415,0
22337,69896,3467,0
22338,34980,9646,0
22339,59056,44386,0
22340,61553,62009,0
22341,30962,29740,0
22342,48015,19004,0
22343,63660,13432,0
22344,44335,38154,0
22345,54853,75280,0
22346,51975,56245,0
22347,61289,75145,0
22348,75658,63175,0
22349,45965,48086,0
22350,77897,44545,0
22351,12886,55812,0
22352,65098,30741,0
22353,52368,49531,0
22354,40273,60393,0
22355,50637,30098,0
22356,11215,34740,0
22357,58643,20431,0
22358,79986,26129,0
22359,72372,32644,0
22360,2789,10987,0
22361,4169,14355,0
22362,46150,66683,0
22363,58844,76529,0
22364,63658,2597,0
22365,70354,43514,0
22366,39251,39178,0
22367,40906,9008,0
22368,59555,7866,0
22369,80084,53240,0
22370,32505,48132,0
22371,23140,56247,0
22372,4131,15941,0
22373,54022,14009,0
22374,72696,61384,0
22375,40510,10132,0
22376,59744,50748,0
22377,61767,20782,0
22378,8924,68432,0
22379,47951,74780,0
22380,2920,42560,0
22381,16668,15573,0
22382,48400,58549,0
22383,9971,61195,0
22384,15688,67789,0
22385,59818,67070,0
22386,8401,55451,0
22387,23241,11013,0
22388,33093,50530,0
22389,36319,11962,0
22390,19228,51453,0
22391,23342,63497,0
22392,38649,43408,0
22393,45737,20073,0
22394,67323,67408,0
22395,16126,53089,0
22396,7111,68191,0
22397,30500,61842,0
22398,73962,79683,0
22399,78400,57142,0
22400,57541,72202,0
22401,16975,65839,0
22402,23478,35435,0
22403,24991,61024,0
22404,34406,20000,0
22405,33016,47435,0
22406,60884,44210,0
22407,35849,59345,0
22408,25262,53381,0
22409,32092,23372,0
22410,9165,60519,0
22411,39283,32969,0
22412,29072,13521,0
22413,51592,61663,0
22414,22575,9216,0
22415,23109,80830,0
22416,1752,60150,0
22417,55188,51675,0
22418,8342,41234,0
22419,32520,52307,0
22420,43582,81195,0
22421,56887,37238,0
22422,68516,39378,0
22423,13839,11840,0
22424,15298,15501,0
22425,29697,59774,0
22426,6072,77897,0
22427,59658,65983,0
22428,57203,35939,0
22429,18598,2896,0
22430,43664,63450,0
22431,28274,72924,0
22432,63598,56182,0
22433,835,52877,0
22434,53884,20544,0
22435,47726,57776,0
22436,18201,22858,0
22437,56133,13744,0
22438,16184,69608,0
22439,774,38079,0
22440,15677,6795,0
22441,76286,4894,0
22442,2147,56461,0
22443,72850,70979,0
22444,33861,49839,0
22445,75333,68547,0
22446,63965,76513,0
22447,72081,252,0
22448,63640,74501,0
22449,1090,68271,0
22450,39180,70131,0
22451,45423,76771,0
22452,59173,53644,0
22453,45649,61276,0
22454,25345,6194,0
22455,65466,62091,0
22456,54192,80861,0
22457,26168,62073,0
22458,65543,61557,0
22459,40543,44633,0
22460,2375,8181,0
22461,78795,29293,0
22462,33782,31587,0
22463,53371,23153,0
22464,75288,17634,0
22465,79500,74344,0
22466,42378,79291,0
22467,77611,54325,0
22468,70215,74309,0
22469,9289,881,0
22470,47609,53942,0
22471,16982,30876,0
22472,70292,58691,0
22473,16467,27986,0
22474,43051,55598,0
22475,54628,38357,0
22476,76985,32356,0
22477,60473,19095,0
22478,75963,69077,0
22479,1794,67811,0
22480,30592,3955,0
22481,3176,52566,0
22482,70951,77733,0
22483,64754,62578,0
22484,80301,60635,0
22485,13228,16492,0
22486,39527,42457,0
22487,79766,69336,0
22488,32460,41005,0
22489,22986,2602,0
22490,38455,16052,0
22491,67429,50867,0
22492,54493,25458,0
22493,593,20243,0
22494,79288,26142,0
22495,80437,62566,0
22496,45265,55004,0
22497,20846,50635,0
22498,39771,42975,0
22499,4769,5057,0
22500,59783,67643,0
22501,59129,30444,0
22502,21761,55337,0
22503,16622,47471,0
22504,57628,5811,0
22505,31128,35210,0
22506,57550,8372,0
22507,16510,69861,0
22508,30649,3684,0
22509,44994,58274,0
22510,34797,27390,0
22511,68085,54712,0
22512,35884,18613,0
22513,64881,55132,0
22514,35740,11509,0
22515,27617,40024,0
22516,56925,591,0
22517,237,4342,0
22518,71362,41184,0
22519,48144,55524,0
22520,26891,64241,0
22521,72772,26267,0
22522,37440,48221,0
22523,45831,36675,0
22524,18070,22993,0
22525,68378,55873,0
22526,42102,41411,0
22527,30238,63348,0
22528,59742,20821,0
22529,50508,16402,0
22530,19301,42453,0
22531,30580,69878,0
22532,51840,10839,0
22533,27257,68886,0
22534,77644,20583,0
22535,65203,43640,0
22536,15043,48565,0
22537,49198,80168,0
22538,8697,46873,0
22539,44834,10040,0
22540,63408,77213,0
22541,60845,19343,0
22542,3238,7511,0
22543,81220,57080,0
22544,48016,60196,0
22545,49172,16315,0
22546,40813,4172,0
22547,13520,29993,0
22548,39984,67137,0
22549,46280,6649,0
22550,79692,68716,0
22551,20363,34154,0
22552,115,41454,0
22553,50766,20551,0
22554,70498,51830,0
22555,38707,37294,0
22556,67830,56956,0
22557,7565,49999,0
22558,15490,49792,0
22559,5604,25940,0
22560,33453,28889,0
22561,29266,502,0
22562,81133,74430,0
22563,69016,37046,0
22564,22296,60487,0
22565,75385,80012,0
22566,69831,4950,0
22567,21035,52869,0
22568,80450,6665,0
22569,19955,3218,0
22570,63016,23159,0
22571,49139,35399,0
22572,80196,53323,0
22573,9589,53065,0
22574,29267,2797,0
22575,43619,64028,0
22576,1150,24943,0
22577,4379,32689,0
22578,66177,57751,0
22579,59059,13169,0
22580,50064,79662,0
22581,26417,23902,0
22582,8452,24730,0
22583,38467,38372,0
22584,51185,2761,0
22585,67893,56315,0
22586,64277,13407,0
22587,15155,76617,0
22588,7171,15147,0
22589,56825,5166,0
22590,71379,2021,0
22591,74240,45935,0
22592,12757,44828,0
22593,34079,66453,0
22594,18918,46740,0
22595,61243,75715,0
22596,34338,5617,0
22597,10301,49837,0
22598,60528,8227,0
22599,78312,35876,0
22600,4782,21536,0
22601,13956,23460,0
22602,68599,1429,0
22603,53573,4764,0
22604,1180,73588,0
22605,15707,31659,0
22606,34116,48026,0
22607,10254,30019,0
22608,37335,43942,0
22609,40927,44570,0
22610,16174,14314,0
22611,13528,42611,0
22612,67578,6480,0
22613,11878,32966,0
22614,8670,2685,0
22615,32661,52593,0
22616,60025,53807,0
22617,46597,67563,0
22618,4600,2432,0
22619,7164,57494,0
22620,66101,48441,0
22621,35647,25303,0
22622,48178,65710,0
22623,56195,41872,0
22624,13442,34327,0
22625,15616,53017,0
22626,40939,58516,0
22627,54233,34392,0
22628,50186,21291,0
22629,19378,41224,0
22630,30004,76163,0
22631,24185,33075,0
22632,67245,9057,0
22633,31826,12141,0
22634,41045,9112,0
22635,61847,70860,0
22636,25199,57970,0
22637,15142,15577,0
22638,50775,50329,0
22639,10222,24014,0
22640,78725,29009,0
22641,25802,53510,0
